SubId,N1/N2,N3,Wake,REM
"('3509524', '9106476')",0.4517593643586833,0.4158415841584158,0.21621621621621623,0.5661764705882353
"('4018081', '1818471')",0.5096774193548387,0.44200626959247646,0.5555555555555556,0.34274193548387094
"('5132496', '8686948')",0.5741839762611276,0.45539906103286387,0.7368421052631579,0.55
"('4314139', '5498603')",0.56975505857295,0.47619047619047616,0.37748344370860926,0.3204633204633205
"('8173033', '7749105')",0.444253859348199,0.2914572864321608,0.6666666666666666,0.6796116504854369
"('759667', '8000685')",0.6555023923444976,0.5588235294117647,0.7241379310344828,0.37910447761194027
"('6220552', '844359')",0.6858288770053476,0.5545454545454546,0.5371900826446281,0.12727272727272726
"('1360686', '8692923')",0.7352537722908093,0.1575091575091575,0.2980132450331126,0.31226765799256506
